OrderId,ProductID,Name,Month,BottleSize,Category,Gender,Season,SoldInSeason,DiscountPercent,CostPerBottle,SellingPrice,QuantitySold
48335,1,Le Male Elixir,April,20ml,Oriental,Him,Winter,0,50.0,45,200,3
48336,7,Imperial Valley,February,50ml,Oriental,Him,Summer,0,10.0,200,450,5
48337,14,Khamra,July,100ml,Musk,Unisex,Winter,0,60.0,350,600,4
48338,21,Musk Pink,January,10ml,Fruity,Her,Summer,0,50.0,30,100,2
48339,14,Khamra,October,10ml,Musk,Unisex,Winter,0,50.0,30,100,4
48340,2,Stronger With You,July,30ml,Fresh,Him,All Seasons,1,10.0,150,300,2
48341,23,Moon Sparkle,April,20ml,Gourmand,Her,Summer,0,50.0,45,200,1
48342,7,Imperial Valley,April,30ml,Oriental,Him,Summer,0,50.0,150,300,2
48343,9,Black XS L'exces,January,20ml,Oriental,Him,Summer,0,50.0,45,200,1
48344,3,Stronger With You Intensely,January,50ml,Fresh,Him,Winter,1,30.0,200,450,6
48345,17,Yara Candy,August,5ml,Fruity,Her,Summer,1,20.0,20,50,10
48346,11,Lacoste White,July,30ml,Woody,Him,Summer,1,60.0,150,300,1
48347,6,Oud,February,100ml,Musk,Unisex,Winter,1,10.0,350,600,9
48348,16,Very Sexy,September,30ml,Fruity,Her,All Seasons,1,20.0,150,300,2
48349,5,One Million,December,10ml,Woody,Him,All Seasons,1,50.0,30,100,5
48350,13,Black Opium,September,100ml,Oriental,Him,Winter,0,20.0,350,600,5
48351,16,Very Sexy,November,5ml,Fruity,Her,All Seasons,1,30.0,20,50,11
48352,20,Musk Roman,September,100ml,Musk,Unisex,All Seasons,1,10.0,350,600,0
48353,17,Yara Candy,December,30ml,Fruity,Her,Summer,0,10.0,150,300,5
48354,14,Khamra,July,100ml,Musk,Unisex,Winter,0,60.0,350,600,3
48355,1,Le Male Elixir,October,5ml,Oriental,Him,Winter,0,10.0,20,50,3
48356,6,Oud,October,10ml,Musk,Unisex,Winter,0,20.0,30,100,4
48357,14,Khamra,April,50ml,Musk,Unisex,Winter,0,10.0,200,450,4
48358,13,Black Opium,January,50ml,Oriental,Him,Winter,1,20.0,200,450,5
48359,13,Black Opium,June,30ml,Oriental,Him,Winter,0,30.0,150,300,1
48360,18,Marshmallow,March,30ml,Fruity,Unisex,Winter,1,50.0,150,300,5
48361,22,Elixir,November,100ml,Fresh,Him,Summer,0,30.0,350,600,6
48362,13,Black Opium,September,100ml,Oriental,Him,Winter,0,20.0,350,600,3
48363,4,Zara Gold,November,10ml,Woody,Him,All Seasons,1,30.0,30,100,9
48364,11,Lacoste White,May,30ml,Woody,Him,Summer,1,60.0,150,300,5
48365,7,Imperial Valley,July,30ml,Oriental,Him,Summer,1,50.0,150,300,13
48366,13,Black Opium,March,10ml,Oriental,Him,Winter,1,10.0,30,100,3
48367,15,Coconut Vanille,June,10ml,Musk,Unisex,Summer,1,50.0,30,100,1
48368,14,Khamra,January,10ml,Musk,Unisex,Winter,1,50.0,30,100,7
48369,14,Khamra,May,50ml,Musk,Unisex,Winter,0,10.0,200,450,3
48370,8,Silver Scent,November,20ml,Oriental,Him,All Seasons,1,10.0,45,200,1
48371,5,One Million,August,30ml,Woody,Him,All Seasons,1,60.0,150,300,13
48372,21,Musk Pink,November,30ml,Fruity,Her,Summer,0,30.0,150,300,5
48373,10,Invictus,October,5ml,Oriental,Him,Summer,0,30.0,20,50,5
48374,5,One Million,January,20ml,Woody,Him,All Seasons,1,30.0,45,200,3
48375,24,Ultra Male,June,20ml,Oriental,Him,Winter,0,60.0,45,200,4
48376,1,Le Male Elixir,April,100ml,Oriental,Him,Winter,0,60.0,350,600,3
48377,9,Black XS L'exces,February,5ml,Oriental,Him,Summer,0,50.0,20,50,6
48378,18,Marshmallow,March,100ml,Fruity,Unisex,Winter,1,50.0,350,600,1
48379,10,Invictus,January,100ml,Oriental,Him,Summer,0,50.0,350,600,2
48380,21,Musk Pink,March,50ml,Fruity,Her,Summer,0,60.0,200,450,0
48381,9,Black XS L'exces,September,100ml,Oriental,Him,Summer,1,30.0,350,600,13
48382,16,Very Sexy,April,20ml,Fruity,Her,All Seasons,1,60.0,45,200,4
48383,11,Lacoste White,September,10ml,Woody,Him,Summer,1,50.0,30,100,5
48384,12,Spicebomb,April,50ml,Woody,Him,Winter,0,50.0,200,450,2
48385,12,Spicebomb,January,5ml,Woody,Him,Winter,1,60.0,20,50,3
48386,24,Ultra Male,September,100ml,Oriental,Him,Winter,0,30.0,350,600,2
48387,19,Good Girl,February,30ml,Oriental,Her,All Seasons,1,50.0,150,300,10
48388,9,Black XS L'exces,December,30ml,Oriental,Him,Summer,0,10.0,150,300,2
48389,10,Invictus,June,30ml,Oriental,Him,Summer,1,10.0,150,300,9
48390,10,Invictus,January,30ml,Oriental,Him,Summer,0,10.0,150,300,6
48391,18,Marshmallow,March,100ml,Fruity,Unisex,Winter,1,50.0,350,600,1
48392,15,Coconut Vanille,April,10ml,Musk,Unisex,Summer,0,50.0,30,100,2
48393,13,Black Opium,June,20ml,Oriental,Him,Winter,0,50.0,45,200,1
48394,11,Lacoste White,September,20ml,Woody,Him,Summer,1,20.0,45,200,0
48395,10,Invictus,April,10ml,Oriental,Him,Summer,0,10.0,30,100,2
48396,14,Khamra,April,50ml,Musk,Unisex,Winter,0,10.0,200,450,1
48397,20,Musk Roman,December,20ml,Musk,Unisex,All Seasons,1,10.0,45,200,2
48398,24,Ultra Male,March,100ml,Oriental,Him,Winter,1,30.0,350,600,7
48399,2,Stronger With You,September,10ml,Fresh,Him,All Seasons,1,50.0,30,100,5
48400,6,Oud,March,50ml,Musk,Unisex,Winter,1,60.0,200,450,4
48401,17,Yara Candy,April,50ml,Fruity,Her,Summer,0,60.0,200,450,2
48402,4,Zara Gold,August,20ml,Woody,Him,All Seasons,1,30.0,45,200,6
48403,15,Coconut Vanille,February,30ml,Musk,Unisex,Summer,0,20.0,150,300,5
48404,11,Lacoste White,February,50ml,Woody,Him,Summer,0,30.0,200,450,4
48405,5,One Million,November,10ml,Woody,Him,All Seasons,1,50.0,30,100,13
48406,13,Black Opium,February,20ml,Oriental,Him,Winter,1,50.0,45,200,4
48407,13,Black Opium,February,20ml,Oriental,Him,Winter,1,50.0,45,200,3
48408,18,Marshmallow,September,20ml,Fruity,Unisex,Winter,0,50.0,45,200,4
48409,20,Musk Roman,June,20ml,Musk,Unisex,All Seasons,1,10.0,45,200,4
48410,23,Moon Sparkle,May,20ml,Gourmand,Her,Summer,1,50.0,45,200,3
48411,11,Lacoste White,October,100ml,Woody,Him,Summer,0,20.0,350,600,0
48412,17,Yara Candy,November,50ml,Fruity,Her,Summer,0,60.0,200,450,6
48413,19,Good Girl,February,20ml,Oriental,Her,All Seasons,1,20.0,45,200,6
48414,24,Ultra Male,June,100ml,Oriental,Him,Winter,0,30.0,350,600,6
48415,16,Very Sexy,December,20ml,Fruity,Her,All Seasons,1,60.0,45,200,6
48416,6,Oud,February,10ml,Musk,Unisex,Winter,1,20.0,30,100,4
48417,9,Black XS L'exces,May,30ml,Oriental,Him,Summer,1,10.0,150,300,7
48418,6,Oud,March,10ml,Musk,Unisex,Winter,1,20.0,30,100,12
48419,5,One Million,February,5ml,Woody,Him,All Seasons,1,50.0,20,50,12
48420,8,Silver Scent,November,30ml,Oriental,Him,All Seasons,1,60.0,150,300,10
48421,12,Spicebomb,August,10ml,Woody,Him,Winter,0,20.0,30,100,7
48422,19,Good Girl,February,100ml,Oriental,Her,All Seasons,1,30.0,350,600,3
48423,7,Imperial Valley,May,20ml,Oriental,Him,Summer,1,20.0,45,200,5
48424,5,One Million,April,5ml,Woody,Him,All Seasons,1,50.0,20,50,4
48425,4,Zara Gold,December,30ml,Woody,Him,All Seasons,1,20.0,150,300,3
48426,5,One Million,April,20ml,Woody,Him,All Seasons,1,30.0,45,200,12
48427,11,Lacoste White,February,10ml,Woody,Him,Summer,0,50.0,30,100,2
48428,10,Invictus,December,5ml,Oriental,Him,Summer,0,30.0,20,50,4
48429,10,Invictus,January,10ml,Oriental,Him,Summer,0,10.0,30,100,3
48430,8,Silver Scent,December,30ml,Oriental,Him,All Seasons,1,60.0,150,300,3
48431,11,Lacoste White,April,20ml,Woody,Him,Summer,0,20.0,45,200,3
48432,16,Very Sexy,September,10ml,Fruity,Her,All Seasons,1,60.0,30,100,7
48433,2,Stronger With You,July,30ml,Fresh,Him,All Seasons,1,10.0,150,300,1
48434,22,Elixir,March,20ml,Fresh,Him,Summer,0,30.0,45,200,4
48435,8,Silver Scent,July,20ml,Oriental,Him,All Seasons,1,10.0,45,200,3
48436,4,Zara Gold,March,10ml,Woody,Him,All Seasons,1,30.0,30,100,4
48437,5,One Million,July,20ml,Woody,Him,All Seasons,1,30.0,45,200,7
48438,14,Khamra,January,20ml,Musk,Unisex,Winter,1,60.0,45,200,15
48439,13,Black Opium,March,5ml,Oriental,Him,Winter,1,30.0,20,50,9
48440,3,Stronger With You Intensely,January,50ml,Fresh,Him,Winter,1,30.0,200,450,6
48441,12,Spicebomb,August,20ml,Woody,Him,Winter,0,10.0,45,200,3
48442,6,Oud,December,5ml,Musk,Unisex,Winter,1,30.0,20,50,2
48443,22,Elixir,January,10ml,Fresh,Him,Summer,0,50.0,30,100,2
48444,8,Silver Scent,August,30ml,Oriental,Him,All Seasons,1,60.0,150,300,6
48445,24,Ultra Male,July,30ml,Oriental,Him,Winter,0,20.0,150,300,0
48446,14,Khamra,March,10ml,Musk,Unisex,Winter,1,50.0,30,100,4
48447,24,Ultra Male,September,30ml,Oriental,Him,Winter,0,20.0,150,300,3
48448,14,Khamra,October,50ml,Musk,Unisex,Winter,0,10.0,200,450,3
48449,4,Zara Gold,December,30ml,Woody,Him,All Seasons,1,20.0,150,300,7
48450,16,Very Sexy,January,5ml,Fruity,Her,All Seasons,1,30.0,20,50,12
48451,12,Spicebomb,March,50ml,Woody,Him,Winter,1,50.0,200,450,7
48452,20,Musk Roman,July,50ml,Musk,Unisex,All Seasons,1,20.0,200,450,6
48453,10,Invictus,October,10ml,Oriental,Him,Summer,0,10.0,30,100,3
48454,5,One Million,March,50ml,Woody,Him,All Seasons,1,30.0,200,450,0
48455,3,Stronger With You Intensely,May,20ml,Fresh,Him,Winter,0,50.0,45,200,1
48456,18,Marshmallow,June,5ml,Fruity,Unisex,Winter,0,60.0,20,50,1
48457,6,Oud,August,100ml,Musk,Unisex,Winter,0,10.0,350,600,4
48458,17,Yara Candy,March,100ml,Fruity,Her,Summer,0,10.0,350,600,2
48459,4,Zara Gold,April,50ml,Woody,Him,All Seasons,1,10.0,200,450,2
48460,2,Stronger With You,February,5ml,Fresh,Him,All Seasons,1,10.0,20,50,5
48461,18,Marshmallow,March,100ml,Fruity,Unisex,Winter,1,50.0,350,600,6
48462,9,Black XS L'exces,December,5ml,Oriental,Him,Summer,0,50.0,20,50,1
48463,14,Khamra,September,20ml,Musk,Unisex,Winter,0,60.0,45,200,3
48464,1,Le Male Elixir,December,10ml,Oriental,Him,Winter,1,50.0,30,100,3
48465,5,One Million,December,30ml,Woody,Him,All Seasons,1,60.0,150,300,6
48466,3,Stronger With You Intensely,June,10ml,Fresh,Him,Winter,0,50.0,30,100,3
48467,7,Imperial Valley,March,20ml,Oriental,Him,Summer,0,20.0,45,200,0
48468,7,Imperial Valley,October,100ml,Oriental,Him,Summer,0,50.0,350,600,1
48469,9,Black XS L'exces,December,30ml,Oriental,Him,Summer,0,10.0,150,300,3
48470,6,Oud,March,20ml,Musk,Unisex,Winter,1,10.0,45,200,3
48471,11,Lacoste White,October,10ml,Woody,Him,Summer,0,50.0,30,100,2
48472,22,Elixir,May,5ml,Fresh,Him,Summer,1,10.0,20,50,2
48473,3,Stronger With You Intensely,December,100ml,Fresh,Him,Winter,1,10.0,350,600,3
48474,22,Elixir,March,30ml,Fresh,Him,Summer,0,50.0,150,300,0
48475,10,Invictus,August,100ml,Oriental,Him,Summer,1,50.0,350,600,5
48476,14,Khamra,February,50ml,Musk,Unisex,Winter,1,10.0,200,450,0
48477,17,Yara Candy,December,5ml,Fruity,Her,Summer,0,20.0,20,50,1
48478,18,Marshmallow,June,100ml,Fruity,Unisex,Winter,0,50.0,350,600,2
48479,23,Moon Sparkle,June,50ml,Gourmand,Her,Summer,1,50.0,200,450,1
48480,24,Ultra Male,September,30ml,Oriental,Him,Winter,0,20.0,150,300,3
48481,3,Stronger With You Intensely,March,30ml,Fresh,Him,Winter,1,50.0,150,300,10
48482,10,Invictus,September,5ml,Oriental,Him,Summer,1,30.0,20,50,6
48483,13,Black Opium,February,30ml,Oriental,Him,Winter,1,30.0,150,300,4
48484,13,Black Opium,June,5ml,Oriental,Him,Winter,0,30.0,20,50,6
48485,24,Ultra Male,May,50ml,Oriental,Him,Winter,0,20.0,200,450,3
48486,16,Very Sexy,June,100ml,Fruity,Her,All Seasons,1,20.0,350,600,4
48487,10,Invictus,July,20ml,Oriental,Him,Summer,1,30.0,45,200,2
48488,23,Moon Sparkle,August,50ml,Gourmand,Her,Summer,1,50.0,200,450,7
48489,18,Marshmallow,March,30ml,Fruity,Unisex,Winter,1,50.0,150,300,8
48490,20,Musk Roman,December,5ml,Musk,Unisex,All Seasons,1,30.0,20,50,15
48491,16,Very Sexy,August,20ml,Fruity,Her,All Seasons,1,60.0,45,200,4
48492,2,Stronger With You,February,50ml,Fresh,Him,All Seasons,1,30.0,200,450,5
48493,24,Ultra Male,February,100ml,Oriental,Him,Winter,1,30.0,350,600,0
48494,18,Marshmallow,May,5ml,Fruity,Unisex,Winter,0,60.0,20,50,1
48495,4,Zara Gold,December,30ml,Woody,Him,All Seasons,1,20.0,150,300,3
48496,7,Imperial Valley,November,20ml,Oriental,Him,Summer,0,20.0,45,200,2
48497,9,Black XS L'exces,March,10ml,Oriental,Him,Summer,0,50.0,30,100,3
48498,7,Imperial Valley,July,5ml,Oriental,Him,Summer,1,60.0,20,50,10
48499,15,Coconut Vanille,April,20ml,Musk,Unisex,Summer,0,10.0,45,200,2
48500,14,Khamra,October,100ml,Musk,Unisex,Winter,0,60.0,350,600,3
48501,6,Oud,September,100ml,Musk,Unisex,Winter,0,10.0,350,600,4
48502,17,Yara Candy,June,20ml,Fruity,Her,Summer,1,50.0,45,200,5
48503,7,Imperial Valley,May,100ml,Oriental,Him,Summer,1,50.0,350,600,5
48504,4,Zara Gold,December,5ml,Woody,Him,All Seasons,1,60.0,20,50,13
48505,23,Moon Sparkle,June,50ml,Gourmand,Her,Summer,1,50.0,200,450,4
48506,8,Silver Scent,November,50ml,Oriental,Him,All Seasons,1,30.0,200,450,2
48507,6,Oud,January,20ml,Musk,Unisex,Winter,1,10.0,45,200,4
48508,18,Marshmallow,June,20ml,Fruity,Unisex,Winter,0,50.0,45,200,1
48509,19,Good Girl,July,10ml,Oriental,Her,All Seasons,1,50.0,30,100,11
48510,4,Zara Gold,January,30ml,Woody,Him,All Seasons,1,20.0,150,300,7
48511,2,Stronger With You,January,50ml,Fresh,Him,All Seasons,1,30.0,200,450,4
48512,21,Musk Pink,July,100ml,Fruity,Her,Summer,1,30.0,350,600,1
48513,13,Black Opium,September,20ml,Oriental,Him,Winter,0,50.0,45,200,1
48514,11,Lacoste White,March,10ml,Woody,Him,Summer,0,50.0,30,100,2
48515,11,Lacoste White,November,50ml,Woody,Him,Summer,0,30.0,200,450,4
48516,15,Coconut Vanille,March,30ml,Musk,Unisex,Summer,0,20.0,150,300,4
48517,17,Yara Candy,January,50ml,Fruity,Her,Summer,0,60.0,200,450,1
48518,2,Stronger With You,June,5ml,Fresh,Him,All Seasons,1,10.0,20,50,15
48519,7,Imperial Valley,February,20ml,Oriental,Him,Summer,0,20.0,45,200,2
48520,23,Moon Sparkle,June,100ml,Gourmand,Her,Summer,1,10.0,350,600,0
48521,5,One Million,January,5ml,Woody,Him,All Seasons,1,50.0,20,50,5
48522,22,Elixir,November,10ml,Fresh,Him,Summer,0,50.0,30,100,1
48523,10,Invictus,August,30ml,Oriental,Him,Summer,1,10.0,150,300,5
48524,5,One Million,January,20ml,Woody,Him,All Seasons,1,30.0,45,200,11
48525,15,Coconut Vanille,December,30ml,Musk,Unisex,Summer,0,20.0,150,300,6
48526,16,Very Sexy,April,50ml,Fruity,Her,All Seasons,1,60.0,200,450,6
48527,9,Black XS L'exces,July,30ml,Oriental,Him,Summer,1,10.0,150,300,7
48528,20,Musk Roman,August,100ml,Musk,Unisex,All Seasons,1,10.0,350,600,5
48529,2,Stronger With You,May,30ml,Fresh,Him,All Seasons,1,10.0,150,300,2
48530,3,Stronger With You Intensely,August,20ml,Fresh,Him,Winter,0,50.0,45,200,3
48531,15,Coconut Vanille,February,30ml,Musk,Unisex,Summer,0,20.0,150,300,1
48532,14,Khamra,April,5ml,Musk,Unisex,Winter,0,30.0,20,50,4
48533,17,Yara Candy,September,50ml,Fruity,Her,Summer,1,60.0,200,450,0
48534,21,Musk Pink,March,30ml,Fruity,Her,Summer,0,30.0,150,300,3
48535,23,Moon Sparkle,April,30ml,Gourmand,Her,Summer,0,20.0,150,300,7
48536,13,Black Opium,April,5ml,Oriental,Him,Winter,0,30.0,20,50,1
48537,13,Black Opium,February,5ml,Oriental,Him,Winter,1,30.0,20,50,12
48538,23,Moon Sparkle,November,20ml,Gourmand,Her,Summer,0,50.0,45,200,2
48539,24,Ultra Male,December,5ml,Oriental,Him,Winter,1,20.0,20,50,1
48540,2,Stronger With You,April,20ml,Fresh,Him,All Seasons,1,20.0,45,200,3
48541,13,Black Opium,November,100ml,Oriental,Him,Winter,1,20.0,350,600,3
48542,23,Moon Sparkle,June,20ml,Gourmand,Her,Summer,1,50.0,45,200,2
48543,2,Stronger With You,March,50ml,Fresh,Him,All Seasons,1,30.0,200,450,5
48544,24,Ultra Male,December,20ml,Oriental,Him,Winter,1,60.0,45,200,9
48545,18,Marshmallow,February,20ml,Fruity,Unisex,Winter,1,50.0,45,200,6
48546,4,Zara Gold,February,50ml,Woody,Him,All Seasons,1,10.0,200,450,5
48547,16,Very Sexy,May,100ml,Fruity,Her,All Seasons,1,20.0,350,600,7
48548,11,Lacoste White,November,10ml,Woody,Him,Summer,0,50.0,30,100,2
48549,9,Black XS L'exces,April,100ml,Oriental,Him,Summer,0,30.0,350,600,0
48550,15,Coconut Vanille,September,30ml,Musk,Unisex,Summer,1,20.0,150,300,12
48551,18,Marshmallow,November,10ml,Fruity,Unisex,Winter,1,10.0,30,100,12
48552,22,Elixir,June,10ml,Fresh,Him,Summer,1,50.0,30,100,3
48553,11,Lacoste White,February,5ml,Woody,Him,Summer,0,60.0,20,50,11
48554,4,Zara Gold,December,30ml,Woody,Him,All Seasons,1,20.0,150,300,1
48555,21,Musk Pink,October,5ml,Fruity,Her,Summer,0,30.0,20,50,3
48556,9,Black XS L'exces,January,20ml,Oriental,Him,Summer,0,50.0,45,200,4
48557,19,Good Girl,July,5ml,Oriental,Her,All Seasons,1,30.0,20,50,15
48558,20,Musk Roman,November,10ml,Musk,Unisex,All Seasons,1,30.0,30,100,11
48559,2,Stronger With You,July,20ml,Fresh,Him,All Seasons,1,20.0,45,200,10
48560,10,Invictus,March,30ml,Oriental,Him,Summer,0,10.0,150,300,4
48561,3,Stronger With You Intensely,December,50ml,Fresh,Him,Winter,1,30.0,200,450,2
48562,15,Coconut Vanille,May,10ml,Musk,Unisex,Summer,1,50.0,30,100,15
48563,20,Musk Roman,January,10ml,Musk,Unisex,All Seasons,1,30.0,30,100,1
48564,14,Khamra,February,20ml,Musk,Unisex,Winter,1,60.0,45,200,3
48565,8,Silver Scent,June,20ml,Oriental,Him,All Seasons,1,10.0,45,200,10
48566,24,Ultra Male,June,20ml,Oriental,Him,Winter,0,60.0,45,200,1
48567,3,Stronger With You Intensely,August,5ml,Fresh,Him,Winter,0,50.0,20,50,5
48568,4,Zara Gold,March,100ml,Woody,Him,All Seasons,1,60.0,350,600,3
48569,9,Black XS L'exces,February,10ml,Oriental,Him,Summer,0,50.0,30,100,10
48570,23,Moon Sparkle,April,50ml,Gourmand,Her,Summer,0,50.0,200,450,4
48571,22,Elixir,January,30ml,Fresh,Him,Summer,0,50.0,150,300,1
48572,14,Khamra,January,30ml,Musk,Unisex,Winter,1,30.0,150,300,6
48573,23,Moon Sparkle,August,100ml,Gourmand,Her,Summer,1,10.0,350,600,12
48574,22,Elixir,April,5ml,Fresh,Him,Summer,0,10.0,20,50,1
48575,15,Coconut Vanille,February,20ml,Musk,Unisex,Summer,0,10.0,45,200,1
48576,3,Stronger With You Intensely,February,10ml,Fresh,Him,Winter,1,50.0,30,100,4
48577,22,Elixir,October,100ml,Fresh,Him,Summer,0,30.0,350,600,3
48578,16,Very Sexy,September,5ml,Fruity,Her,All Seasons,1,30.0,20,50,1
48579,4,Zara Gold,January,10ml,Woody,Him,All Seasons,1,30.0,30,100,3
48580,21,Musk Pink,August,30ml,Fruity,Her,Summer,1,30.0,150,300,8
48581,10,Invictus,August,5ml,Oriental,Him,Summer,1,30.0,20,50,8
48582,19,Good Girl,August,5ml,Oriental,Her,All Seasons,1,30.0,20,50,10
48583,7,Imperial Valley,October,100ml,Oriental,Him,Summer,0,50.0,350,600,5
48584,1,Le Male Elixir,September,5ml,Oriental,Him,Winter,0,10.0,20,50,10
48585,11,Lacoste White,September,10ml,Woody,Him,Summer,1,50.0,30,100,3
48586,11,Lacoste White,February,20ml,Woody,Him,Summer,0,20.0,45,200,2
48587,21,Musk Pink,December,20ml,Fruity,Her,Summer,0,50.0,45,200,6
48588,3,Stronger With You Intensely,March,50ml,Fresh,Him,Winter,1,30.0,200,450,6
48589,22,Elixir,October,10ml,Fresh,Him,Summer,0,50.0,30,100,5
48590,4,Zara Gold,September,20ml,Woody,Him,All Seasons,1,30.0,45,200,0
48591,23,Moon Sparkle,June,30ml,Gourmand,Her,Summer,1,20.0,150,300,0
48592,17,Yara Candy,June,5ml,Fruity,Her,Summer,1,20.0,20,50,5
48593,9,Black XS L'exces,November,20ml,Oriental,Him,Summer,0,50.0,45,200,1
48594,23,Moon Sparkle,August,30ml,Gourmand,Her,Summer,1,20.0,150,300,1
48595,9,Black XS L'exces,April,10ml,Oriental,Him,Summer,0,50.0,30,100,4
48596,16,Very Sexy,January,20ml,Fruity,Her,All Seasons,1,60.0,45,200,3
48597,1,Le Male Elixir,February,30ml,Oriental,Him,Winter,1,30.0,150,300,2
48598,3,Stronger With You Intensely,May,100ml,Fresh,Him,Winter,0,10.0,350,600,1
48599,9,Black XS L'exces,August,30ml,Oriental,Him,Summer,1,10.0,150,300,3
48600,6,Oud,June,5ml,Musk,Unisex,Winter,0,30.0,20,50,2
48601,6,Oud,October,50ml,Musk,Unisex,Winter,0,60.0,200,450,6
48602,10,Invictus,September,50ml,Oriental,Him,Summer,1,50.0,200,450,1
48603,15,Coconut Vanille,September,20ml,Musk,Unisex,Summer,1,10.0,45,200,0
48604,4,Zara Gold,November,50ml,Woody,Him,All Seasons,1,10.0,200,450,10
48605,19,Good Girl,January,5ml,Oriental,Her,All Seasons,1,30.0,20,50,4
48606,21,Musk Pink,July,100ml,Fruity,Her,Summer,1,30.0,350,600,5
48607,21,Musk Pink,May,5ml,Fruity,Her,Summer,1,30.0,20,50,5
48608,5,One Million,October,100ml,Woody,Him,All Seasons,1,30.0,350,600,2
48609,22,Elixir,October,10ml,Fresh,Him,Summer,0,50.0,30,100,3
48610,4,Zara Gold,August,20ml,Woody,Him,All Seasons,1,30.0,45,200,0
48611,3,Stronger With You Intensely,September,10ml,Fresh,Him,Winter,0,50.0,30,100,1
48612,18,Marshmallow,November,50ml,Fruity,Unisex,Winter,1,50.0,200,450,15
48613,19,Good Girl,July,30ml,Oriental,Her,All Seasons,1,50.0,150,300,5
48614,4,Zara Gold,October,20ml,Woody,Him,All Seasons,1,30.0,45,200,10
48615,10,Invictus,February,50ml,Oriental,Him,Summer,0,50.0,200,450,1
48616,10,Invictus,March,100ml,Oriental,Him,Summer,0,50.0,350,600,0
48617,18,Marshmallow,November,20ml,Fruity,Unisex,Winter,1,50.0,45,200,5
48618,13,Black Opium,March,50ml,Oriental,Him,Winter,1,20.0,200,450,2
48619,15,Coconut Vanille,January,100ml,Musk,Unisex,Summer,0,60.0,350,600,2
48620,2,Stronger With You,November,5ml,Fresh,Him,All Seasons,1,10.0,20,50,6
48621,24,Ultra Male,May,10ml,Oriental,Him,Winter,0,30.0,30,100,0
48622,14,Khamra,August,10ml,Musk,Unisex,Winter,0,50.0,30,100,8
48623,17,Yara Candy,October,30ml,Fruity,Her,Summer,0,10.0,150,300,4
48624,12,Spicebomb,June,100ml,Woody,Him,Winter,0,10.0,350,600,1
48625,6,Oud,January,100ml,Musk,Unisex,Winter,1,10.0,350,600,8
48626,17,Yara Candy,September,30ml,Fruity,Her,Summer,1,10.0,150,300,0
48627,7,Imperial Valley,August,100ml,Oriental,Him,Summer,1,50.0,350,600,1
48628,6,Oud,April,50ml,Musk,Unisex,Winter,0,60.0,200,450,3
48629,14,Khamra,August,50ml,Musk,Unisex,Winter,0,10.0,200,450,1
48630,9,Black XS L'exces,October,100ml,Oriental,Him,Summer,0,30.0,350,600,0
48631,22,Elixir,December,50ml,Fresh,Him,Summer,0,30.0,200,450,2
48632,16,Very Sexy,July,5ml,Fruity,Her,All Seasons,1,30.0,20,50,5
48633,9,Black XS L'exces,January,30ml,Oriental,Him,Summer,0,10.0,150,300,0
48634,1,Le Male Elixir,November,5ml,Oriental,Him,Winter,1,10.0,20,50,2
48635,9,Black XS L'exces,June,5ml,Oriental,Him,Summer,1,50.0,20,50,10
48636,3,Stronger With You Intensely,August,100ml,Fresh,Him,Winter,0,10.0,350,600,1
48637,6,Oud,November,50ml,Musk,Unisex,Winter,1,60.0,200,450,4
48638,7,Imperial Valley,April,30ml,Oriental,Him,Summer,0,50.0,150,300,1
48639,16,Very Sexy,January,100ml,Fruity,Her,All Seasons,1,20.0,350,600,7
48640,3,Stronger With You Intensely,December,50ml,Fresh,Him,Winter,1,30.0,200,450,2
48641,4,Zara Gold,February,30ml,Woody,Him,All Seasons,1,20.0,150,300,10
48642,1,Le Male Elixir,May,20ml,Oriental,Him,Winter,0,50.0,45,200,6
48643,23,Moon Sparkle,October,10ml,Gourmand,Her,Summer,0,30.0,30,100,3
48644,24,Ultra Male,October,10ml,Oriental,Him,Winter,0,30.0,30,100,3
48645,8,Silver Scent,February,20ml,Oriental,Him,All Seasons,1,10.0,45,200,4
48646,11,Lacoste White,April,5ml,Woody,Him,Summer,0,60.0,20,50,7
48647,8,Silver Scent,September,5ml,Oriental,Him,All Seasons,1,50.0,20,50,0
48648,13,Black Opium,June,10ml,Oriental,Him,Winter,0,10.0,30,100,2
48649,14,Khamra,July,20ml,Musk,Unisex,Winter,0,60.0,45,200,1
48650,7,Imperial Valley,September,5ml,Oriental,Him,Summer,1,60.0,20,50,5
48651,16,Very Sexy,November,10ml,Fruity,Her,All Seasons,1,60.0,30,100,1
48652,1,Le Male Elixir,September,100ml,Oriental,Him,Winter,0,60.0,350,600,2
48653,16,Very Sexy,March,30ml,Fruity,Her,All Seasons,1,20.0,150,300,4
48654,19,Good Girl,December,100ml,Oriental,Her,All Seasons,1,30.0,350,600,5
48655,2,Stronger With You,July,10ml,Fresh,Him,All Seasons,1,50.0,30,100,1
48656,18,Marshmallow,October,50ml,Fruity,Unisex,Winter,0,50.0,200,450,2
48657,18,Marshmallow,August,5ml,Fruity,Unisex,Winter,0,60.0,20,50,15
48658,24,Ultra Male,April,5ml,Oriental,Him,Winter,0,20.0,20,50,3
48659,20,Musk Roman,August,5ml,Musk,Unisex,All Seasons,1,30.0,20,50,12
48660,1,Le Male Elixir,November,30ml,Oriental,Him,Winter,1,30.0,150,300,8
